Unnamed: 0,title,ingredients,directions,link,source,NER
489560,Roquefort Dressing,"[""1/2 c. mayonnaise"", ""1/2 tsp. garlic salt"", ""1/2 tsp. celery salt"", ""2 Tbsp. vinegar"", ""1 pt. sour cream"", ""1/2 tsp. black pepper"", ""1 tsp. salt"", ""1/2 lb. Roquefort or Blue cheese""]","[""Mix well."", ""Store in refrigerator in covered container."", ""Makes about 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=336891,Gathered,"[""mayonnaise"", ""garlic salt"", ""celery salt"", ""vinegar"", ""sour cream"", ""black pepper"", ""salt"", ""cheese""]"
490946,Pepper Nut Spread,"[""2 (8 oz.) pkg. cream cheese"", ""1 medium green pepper, chopped"", ""1/4 onion, chopped"", ""1 c. pecans, chopped"", ""1/2 c. sour cream"", ""1/4 c. mayonnaise""]","[""Mix all ingredients thoroughly."", ""Makes a great sandwich spread for parties.""]",www.cookbooks.com/Recipe-Details.aspx?id=1031741,Gathered,"[""cream cheese"", ""green pepper"", ""onion"", ""pecans"", ""sour cream"", ""mayonnaise""]"
491188,Curry Dip,"[""1 to 2 tsp. curry powder (try 1 tsp. and increase to taste)"", ""1 1/2 tsp. garlic salt"", ""2 Tbsp. sugar"", ""2 tsp. prepared horseradish"", ""2 tsp. grated onion"", ""2 Tbsp. vinegar"", ""1 c. sour cream"", ""1 c. mayonnaise""]","[""Mix all ingredients until well blended and chill."", ""Use as vegetable dip."", ""Good alternative to Spinach or Dill Dip.""]",www.cookbooks.com/Recipe-Details.aspx?id=470281,Gathered,"[""curry powder"", ""garlic salt"", ""sugar"", ""horseradish"", ""onion"", ""vinegar"", ""sour cream"", ""mayonnaise""]"
492702,Noel Nut Balls,"[""2 c. flour"", ""1/4 c. sugar"", ""2 cubes margarine"", ""1 tsp. salt"", ""2 tsp. vanilla"", ""2 c. pecans or walnuts""]","[""Mix butter or margarine, sugar, salt and vanilla."", ""Add flour. Mix in 2 cups nuts."", ""Roll into balls."", ""Bake at 325\u00b0 until done. Roll in powdered sugar.""]",www.cookbooks.com/Recipe-Details.aspx?id=807189,Gathered,"[""flour"", ""sugar"", ""margarine"", ""salt"", ""vanilla"", ""pecans""]"
493341,Rhubarb Or Apple Crunch,"[""3 c. rhubarb or apples"", ""1 c. sugar"", ""3 Tbsp. flour"", ""1 c. brown sugar"", ""1 c. oatmeal"", ""1 1/2 c. flour"", ""1/2 c. butter"", ""dash of salt""]","[""Combine fruit, sugar and flour."", ""Put into a greased 8 X 8 pan."", ""Combine brown sugar, oatmeal, flour, butter and salt. Sprinkle over fruit and work in."", ""Bake at 370 degrees for 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=28975,Gathered,"[""rhubarb"", ""sugar"", ""flour"", ""brown sugar"", ""oatmeal"", ""flour"", ""butter"", ""salt""]"
493421,Chocolate Frosting,"[""1 box 10x sugar"", ""5 heaping Tbsp. cocoa"", ""1 stick butter"", ""1 large can cream"", ""1 tsp. vanilla"", ""1 pinch salt""]","[""Mix sugar and cocoa together."", ""Add cream, butter, vanilla and salt and stir well."", ""Cook until thickened, stirring constantly.""]",www.cookbooks.com/Recipe-Details.aspx?id=970069,Gathered,"[""sugar"", ""cocoa"", ""butter"", ""cream"", ""vanilla"", ""salt""]"
494563,Oil And Vinegar Dressing,"[""2 c. oil"", ""2 c. sugar"", ""2 Tbsp. salt"", ""2 c. vinegar"", ""1 tsp. celery seed"", ""1 tsp. black pepper""]","[""Mix, shake well and pour over greens.""]",www.cookbooks.com/Recipe-Details.aspx?id=283164,Gathered,"[""oil"", ""sugar"", ""salt"", ""vinegar"", ""celery"", ""black pepper""]"
494574,Popcorn Balls,"[""1/2 c. corn syrup"", ""1/2 c. molasses"", ""1 Tbsp. butter"", ""1/2 Tbsp. vinegar"", ""1/4 tsp. salt"", ""1/2 c. corn""]","[""Pop corn."", ""Put the well popped kernels in a large bowl, discarding unpopped kernels."", ""Salt."", ""Combine corn syrup, molasses and vinegar in a saucepan."", ""Boil to 270\u00b0; remove from stove."", ""Add butter."", ""Pour slowly over popped corn; mix with a spoon."", ""Press lightly into balls as soon as it is cool enough to handle.""]",www.cookbooks.com/Recipe-Details.aspx?id=550783,Gathered,"[""corn syrup"", ""molasses"", ""butter"", ""vinegar"", ""salt"", ""corn""]"
495140,Mexican Tea Cakes,"[""1 c. flour"", ""2 Tbsp. sugar"", ""1 tsp. vanilla"", ""1/2 c. butter"", ""pinch of salt"", ""1 c. chopped nuts""]","[""Cream the butter, sugar and flour."", ""Add salt, vanilla and nuts."", ""Form into small balls."", ""Bake on lightly greased cookie sheet at 400\u00b0 for 10 minutes."", ""Roll in powdered sugar; repeat again when cold."", ""Makes 2 1/2 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=738655,Gathered,"[""flour"", ""sugar"", ""vanilla"", ""butter"", ""salt"", ""nuts""]"
495610,Potato Chip Cookies,"[""1 c. margarine"", ""1/2 c. sugar"", ""1 tsp. vanilla"", ""1 1/4 c. flour"", ""1/2 c. potato chips, crushed"", ""1/2 c. walnuts, chopped finely""]","[""Cream margarine, sugar and vanilla together. Add the rest of the ingredients and mix well. Drop by teaspoon on cookie sheet. Bake at 350\u00b0 for 10 to 15 minutes. Dust with powdered sugar.""]",www.cookbooks.com/Recipe-Details.aspx?id=43043,Gathered,"[""margarine"", ""sugar"", ""vanilla"", ""flour"", ""potato chips"", ""walnuts""]"
497276,Pineapple Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 (8 1/2 oz.) can pineapple"", ""1/4 c. chopped green pepper"", ""2 Tbsp. minced onion"", ""1 Tbsp. seasoned salt"", ""1 1/2 c. pecans, chopped fine (1/2 c. in cheese mixture, 1 c. to roll ball)""]","[""Mix all ingredients thoroughly."", ""Let chill for 1 hour."", ""Form ball and roll in remaining cup of nuts."", ""Make 2 to 3 days ahead of serving and keep in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=212704,Gathered,"[""cream cheese"", ""pineapple"", ""green pepper"", ""onion"", ""salt"", ""pecans""]"
497386,Pam'S Carrot Soup,"[""2 Tbsp. butter"", ""1 small onion, chopped fine"", ""1 medium potato, diced"", ""1 lb. carrots, chopped"", ""3 c. vegetable stock"", ""1 pinch sugar"", ""2/3 c. half and half"", ""salt and pepper""]","[""Melt butter in pan."", ""Add onion, potato and carrots."", ""Cover and cook on low heat for 10 minutes."", ""Add stock and sugar."", ""Boil, then simmer for 30 minutes."", ""Puree in blender."", ""Return to pan and stir in half and half and heat (do not boil).""]",www.cookbooks.com/Recipe-Details.aspx?id=894721,Gathered,"[""butter"", ""onion"", ""potato"", ""carrots"", ""vegetable stock"", ""sugar"", ""salt""]"
497416,Date-Nut Cookies,"[""1/2 lb. margarine"", ""1/2 lb. cream cheese"", ""1 1/2 c. flour"", ""1 lb. dates, cooked with 1 c. water"", ""1 c. nuts"", ""3/4 c. sugar""]","[""Heat oven to 375\u00b0."", ""Mix margarine, cream cheese and flour to make dough."", ""Cook dates with 1 cup water, stirring until thick, to make filling."", ""Add nuts and sugar to date mixture."", ""Roll out dough and cut with biscuit cutter."", ""Place filling on circle."", ""Fold in half and seal with fork."", ""Dip in sugar."", ""Bake on middle shelf for 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=255392,Gathered,"[""margarine"", ""cream cheese"", ""flour"", ""dates"", ""nuts"", ""sugar""]"
497635,Holiday Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""2 c. chopped pecans"", ""1/4 c. green pepper, chopped"", ""1 (8 1/2 oz.) can crushed pineapple, drained"", ""2 Tbsp. onion, chopped"", ""1 Tbsp. seasoned salt""]","[""Mix all ingredients, saving 1 cup of pecans. Chill and form into a ball. Roll in extra pecans.""]",www.cookbooks.com/Recipe-Details.aspx?id=64962,Gathered,"[""cream cheese"", ""pecans"", ""green pepper"", ""pineapple"", ""onion"", ""salt""]"
497776,Strogie,"[""1 small porterhouse steak"", ""3 Tbsp. oil (peanut)"", ""3 tsp. black pepper"", ""1 c. flour"", ""2 c. chopped white/yellow onion"", ""Worcestershire sauce"", ""sour cream""]","[""Cut porterhouse into small strips (bite sized)."", ""Heat oil and black pepper in skillet (hot)."", ""Toss steak pieces in flour."", ""Remove and shake off excess flour."", ""Brown in hot oil."", ""Reserve steak. Cool skillet slightly (add more oil or liquid, Worcestershire). Add slowly and cook chopped onion."", ""When onion is transparent, return steak to skillet, add a big dollop of sour cream over all and warm slightly.""]",www.cookbooks.com/Recipe-Details.aspx?id=622205,Gathered,"[""oil"", ""black pepper"", ""flour"", ""onion"", ""Worcestershire sauce"", ""sour cream""]"
497886,Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 small can crushed pineapple"", ""1/4 c. chopped green pepper"", ""2 Tbsp. onion or flakes"", ""1 Tbsp. seasoned salt"", ""1 c. fine nuts (inside)"", ""1/2 c. nuts (outside)""]","[""Mix."", ""Form ball and refrigerate."", ""Roll in nuts after 2 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=619641,Gathered,"[""cream cheese"", ""pineapple"", ""green pepper"", ""onion"", ""salt"", ""nuts"", ""nuts""]"
498160,Boiled Cookies,"[""2 c. sugar"", ""4 Tbsp. butter"", ""2 Tbsp. cocoa"", ""3 c. oatmeal"", ""1/2 c. pecans, chopped"", ""1 tsp. vanilla""]","[""Bring to a boil the first 4 ingredients. Cook for 2 minutes. Remove pan from fire; add the remaining ingredients. Stir well, then drop mixture from a spoon onto waxed paper, allowing cookies to cool. Makes 30 to 40 cookies. Try adding peanut butter; try 1/4 cup at the end of the cooking time.""]",www.cookbooks.com/Recipe-Details.aspx?id=914219,Gathered,"[""sugar"", ""butter"", ""cocoa"", ""oatmeal"", ""pecans"", ""vanilla""]"
499269,Shortbread Drops,"[""1 c. butter"", ""1/2 c. sugar"", ""1 egg yolk"", ""2 tsp. vanilla"", ""1/4 tsp. salt"", ""2 c. flour"", ""1 c. raisins""]","[""Cream butter and sugar."", ""Blend in egg yolk, vanilla and salt. Mix well."", ""Stir in flour."", ""Mix in raisins."", ""Drop by small teaspoons onto greased baking sheets."", ""Bake at 400\u00b0 for 10 to 12 minutes or until golden brown."", ""Makes 4 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=692194,Gathered,"[""butter"", ""sugar"", ""egg yolk"", ""vanilla"", ""salt"", ""flour"", ""raisins""]"
499433,Holiday Blue Cheese Spread,"[""2 (8 oz.) pkg. softened cream cheese"", ""2 (4 oz.) pkg. Blue cheese, crumbled"", ""2 Tbsp. grated onion"", ""1 Tbsp. Worcestershire sauce"", ""1 1/2 tsp. prepared mustard"", ""1/8 tsp. black pepper""]","[""Beat together cheeses until smooth."", ""Blend in remaining ingredients."", ""Chill overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=228193,Gathered,"[""cream cheese"", ""cheese"", ""onion"", ""Worcestershire sauce"", ""mustard"", ""black pepper""]"
501151,Brown Eyed Susan Cookies,"[""1 c. margarine, half melted"", ""2 1/4 c. flour"", ""1 tsp. salt"", ""1/2 c. sugar"", ""1 tsp. vanilla"", ""1/2 c. chopped walnuts""]","[""Mix all ingredients together except nuts."", ""Roll into balls. Place on cookie sheet and press down in middle with your thumb. Bake at 325\u00b0 until light brown."", ""Cool and fill with your choice of frosting."", ""Top with nuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=348794,Gathered,"[""margarine"", ""flour"", ""salt"", ""sugar"", ""vanilla"", ""walnuts""]"
503285,Pineapple Cheese Ball,"[""2 (8 oz.) cream cheese, softened"", ""1 small can crushed pineapple, drain well on paper towels"", ""1/4 c. finely chopped green pepper"", ""2 Tbsp. finely chopped onion"", ""1 Tbsp. seasoned salt"", ""1 c. finely chopped pecans""]","[""Mix all, except pecans, chill and form in a ball."", ""Roll in pecans."", ""Serve with Wheat Thins or buttery crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=79194,Gathered,"[""cream cheese"", ""pineapple"", ""green pepper"", ""onion"", ""salt"", ""pecans""]"
503804,Potato Chip Cookies(Low Sugar)  ,"[""1 c. margarine or butter"", ""1/2 c. sugar or 4 packs sweetener"", ""1/2 c. pecans, chopped"", ""3/4 c. ripple potato chips, crushed"", ""2 c. self-rising flour"", ""1/2 tsp. vanilla""]","[""Melt margarine, add sugar and vanilla."", ""Stir until fluffy. Add flour, potato chips and nuts; mix well."", ""Drop by teaspoon 2-inches apart."", ""Flatten cookies by back of spoon."", ""Bake at 325\u00b0 to 350\u00b0 for 8 to 10 minutes."", ""Cool before removing from pan. Note:"", ""When you substitute sugar for sweetener, cookies are softer.""]",www.cookbooks.com/Recipe-Details.aspx?id=411084,Gathered,"[""margarine"", ""sugar"", ""pecans"", ""potato chips"", ""flour"", ""vanilla""]"
504005,Lentils And Rice (Imjadara),"[""1 1/2 c. lentils"", ""3/4 c. rice, rinsed (Riceland, short grain)"", ""1 small onion, diced"", ""1 small onion, diced and fried in butter"", ""4 Tbsp. butter"", ""salt""]","[""In 4 cups of water, boil lentils, diced onion and 4 tablespoons butter for 30 minutes."", ""Add fried onion in butter to lentil mixture."", ""Add rice and cook slowly until rice is done."", ""Add salt to taste."", ""Serves 6."", ""Very good with cabbage salad with Lebanese Salad Dressing.""]",www.cookbooks.com/Recipe-Details.aspx?id=414034,Gathered,"[""lentils"", ""rice"", ""onion"", ""onion"", ""butter"", ""salt""]"
504131,Red Salad Dressing,"[""1 c. oil"", ""1 c. ketchup"", ""1/2 c. sugar"", ""1/3 c. vinegar"", ""1 Tbsp. Worcestershire sauce"", ""minced onion"", ""salt and pepper to taste""]","[""Place all ingredients into shaker jar."", ""Shake until blended. Serve chilled over tossed greens.""]",www.cookbooks.com/Recipe-Details.aspx?id=421437,Gathered,"[""oil"", ""ketchup"", ""sugar"", ""vinegar"", ""Worcestershire sauce"", ""onion"", ""salt""]"
504802,Chocolate And Peanut Butter Truffles(Makes About 3 Dozen)  ,"[""1 c. Reese's peanut butter cups"", ""3/4 c. butter or margarine"", ""1/2 c. Hershey's cocoa"", ""1 (14 oz.) can Eagle Brand sweetened condensed milk (not evaporated milk)"", ""1 Tbsp. vanilla extract"", ""finely chopped nuts, unsweetened cocoa, graham cracker crumbs or confectioners sugar""]","[""In heavy saucepan, over low heat, melt chips with butter. Stir in cocoa until smooth."", ""Add sweetened condensed milk and vanilla; cook and stir until thickened and well blended, about 4 minutes."", ""Remove from heat."", ""Chill 2 hours or until firm enough to handle."", ""Shape into 1-inch balls."", ""Roll in any of the listed coatings."", ""Chill until firm, about 1 hour."", ""Store, covered, in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=573347,Gathered,"[""butter"", ""butter"", ""cocoa"", ""condensed milk"", ""vanilla"", ""nuts""]"
505288,Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1/4 c. chopped bell peppers"", ""1 small onion, chopped"", ""2 c. chopped pecans, divided 1 c. for inside, 1 c. for outside"", ""1 small can crushed pineapple, well drained"", ""Lawry's seasoned salt to taste""]","[""Mix all ingredients."", ""Shape and roll in chopped pecans."", ""Chill until ready to serve."", ""Serve with assorted crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=989884,Gathered,"[""cream cheese"", ""bell peppers"", ""onion"", ""pecans"", ""pineapple"", ""salt""]"
505428,Snowballs,"[""1 1/2 c. 10x sugar"", ""6 sticks margarine"", ""6 c. flour"", ""1 1/2 tsp. salt"", ""6 tsp. vanilla"", ""2 c. chopped walnuts""]","[""Blend sugar with margarine that is at room temperature."", ""Add flour, salt and vanilla."", ""Mix in walnuts. Roll dough into 1/2-inch diameter balls. Bake at 325\u00b0 for approximately 20 minutes per tray."", ""Shake cookies in a plastic bag with 10x sugar.""]",www.cookbooks.com/Recipe-Details.aspx?id=727010,Gathered,"[""sugar"", ""margarine"", ""flour"", ""salt"", ""vanilla"", ""walnuts""]"
506761,Crackly Corn,"[""4 qt. popped corn"", ""1 c. brown sugar"", ""1/2 c. butter"", ""1/2 c. dark corn syrup"", ""1/2 tsp. salt"", ""1/2 tsp. vanilla""]","[""Put popped corn in large greased pan."", ""Combine sugar, butter, corn syrup, salt and vanilla."", ""Cook over medium heat, stirring constantly until mixture boils."", ""Boil 5 minutes."", ""Pour over corn. Stir to coat well."", ""Bake at 250\u00b0 for 1 hour."", ""Stir every 15 minutes while baking."", ""Store in tightly covered container.""]",www.cookbooks.com/Recipe-Details.aspx?id=940153,Gathered,"[""corn"", ""brown sugar"", ""butter"", ""corn syrup"", ""salt"", ""vanilla""]"
507247,Pecan Fingers(Makes  4 To 5 Dozen)  ,"[""1/2 lb. butter"", ""4 Tbsp. sugar"", ""2 c. plain flour"", ""2 tsp. vanilla"", ""pinch of salt"", ""2 c. chopped pecans""]","[""Melt butter and add all other ingredients; mix thoroughly. Mold into finger-shapes or balls."", ""Bake at 325\u00b0 for 20 minutes. Remove and roll in confectioners sugar twice."", ""Enjoy!"", ""Mmm!""]",www.cookbooks.com/Recipe-Details.aspx?id=1084321,Gathered,"[""butter"", ""sugar"", ""flour"", ""vanilla"", ""salt"", ""pecans""]"
507982,Leona'S Nut Caramels(Margaret Wagner)  ,"[""2 c. sugar"", ""1 1/2 c. corn syrup"", ""1 c. whipping cream"", ""1 c. half and half"", ""1 c. butter"", ""1/2 c. nuts (optional)"", ""2 tsp. vanilla""]","[""Put sugar, syrup, whipping cream and butter in pot; stir until boils."", ""Then add half and half."", ""Place immediately in buttered pan."", ""Refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=540335,Gathered,"[""sugar"", ""corn syrup"", ""whipping cream"", ""butter"", ""nuts"", ""vanilla""]"
508353,Pretzel Salad,"[""1 stick butter"", ""1 c. pretzels"", ""1/3 c. sugar"", ""1 (8 oz.) pkg. cream cheese"", ""1/2 c. sugar"", ""1 (10 oz.) can pineapple, drained"", ""1 small tub Cool Whip""]","[""Mix melted butter, 1/3 cup sugar and pretzels together and bake at 400\u00b0 for 10 minutes. When you remove it from the oven, let it cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=519271,Gathered,"[""butter"", ""pretzels"", ""sugar"", ""cream cheese"", ""sugar"", ""pineapple""]"
508520,Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 (8 oz.) can crushed pineapple, drained"", ""1/4 c. finely chopped green pepper"", ""1 Tbsp. grated onion"", ""1 Tbsp. Lawry's seasoned salt"", ""1 c. chopped pecans""]","[""Let cream cheese soften to room temperature; cream until smooth."", ""Mix thoroughly with the pineapple, green pepper, onion and salt."", ""Roll in the pecans; serve at room temperature."", ""Makes 2 cup size balls.""]",www.cookbooks.com/Recipe-Details.aspx?id=456709,Gathered,"[""cream cheese"", ""pineapple"", ""green pepper"", ""onion"", ""salt"", ""pecans""]"
508547,Harvard Beets,"[""1/4 c. sugar"", ""2 tsp. cornstarch"", ""1/2 tsp. salt"", ""3 Tbsp. vinegar"", ""1 Tbsp. margarine"", ""1 (No. 2) can cut or small whole beets""]","[""Mix in a saucepan sugar, cornstarch, salt, vinegar, margarine and 1/3 cup liquid, drained from beets."", ""Bring to a boil, stirring constantly."", ""Add beets."", ""Let simmer 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=546313,Gathered,"[""sugar"", ""cornstarch"", ""salt"", ""vinegar"", ""margarine"", ""beets""]"
509358,Pineapple Cheese Casserole,"[""2 cans chunked pineapple (undrained)"", ""2 c. grated sharp cheese"", ""6 tsp. flour"", ""1 c. sugar"", ""1 stick margarine"", ""1 c. crushed Ritz crackers""]","[""Mix flour and sugar."", ""Add other ingredients, except margarine and cracker crumbs."", ""Put in baking dish."", ""Top with crushed crackers."", ""Pour melted butter on top."", ""Bake for 30 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=574506,Gathered,"[""pineapple"", ""cheese"", ""flour"", ""sugar"", ""margarine"", ""crackers""]"
509630,Potato Chip Cookies,"[""2 sticks margarine"", ""3/4 c. sugar"", ""2 c. plain flour"", ""1/2 c. pecans"", ""1/2 c. crushed potato chips"", ""1 tsp. vanilla""]","[""Cream margarine and sugar."", ""Add rest of ingredients."", ""Spoon onto cookie sheet by teaspoonful."", ""Flatten out."", ""Bake at 350\u00b0 for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=507783,Gathered,"[""margarine"", ""sugar"", ""flour"", ""pecans"", ""potato chips"", ""vanilla""]"
509946,Cheese Stuffed Mushrooms,"[""1 1/2 lb. small fresh mushrooms"", ""1 (8 oz.) pkg. cream cheese, softened"", ""dash of salt"", ""dash of Worcestershire sauce"", ""black pepper to taste"", ""1 c. grated Parmesan cheese""]","[""Rinse mushrooms and pat dry."", ""Remove stems (stems may be used in other recipes)."", ""Place caps on a greased baking sheet."", ""Combine remaining ingredients, except 2 tablespoons Parmesan cheese."", ""Mix well."", ""Spoon mixture into mushroom caps."", ""Sprinkle each with reserved cheese."", ""Bake mushrooms at 350\u00b0 for 20 minutes."", ""Serve warm.""]",www.cookbooks.com/Recipe-Details.aspx?id=3037,Gathered,"[""mushrooms"", ""cream cheese"", ""salt"", ""Worcestershire sauce"", ""black pepper"", ""Parmesan cheese""]"
510891,Asparagus Roll-Ups,"[""1 can asparagus, drained"", ""1 slice bread (for each spear)"", ""8 oz. cream cheese"", ""1/2 onion, chopped fine"", ""dash of Lawry's seasoned salt"", ""10 slices bacon, cooked and crumbled"", ""dash of garlic powder""]","[""Trim crust of bread and roll flat."", ""Mix cheese, onion, bacon and spices."", ""Spread small amount on each slice of bread."", ""Roll around asparagus spear and wrap in plastic wrap."", ""Freeze.""]",www.cookbooks.com/Recipe-Details.aspx?id=560493,Gathered,"[""bread"", ""cream cheese"", ""onion"", ""salt"", ""bacon"", ""garlic""]"
511009,Cheese Balls,"[""2 (8 oz.) pkg. cream cheese"", ""1 small can crushed pineapple, drained"", ""2 Tbsp. onion, finely chopped"", ""2 tsp. seasoned salt"", ""1/4 c. pecans, chopped"", ""1/4 c. green pepper, finely chopped"", ""1 c. chopped pecans""]","[""Mix all ingredients, except 1 cup pecans."", ""Shape into 2 large balls and roll in 1 cup pecans.""]",www.cookbooks.com/Recipe-Details.aspx?id=630758,Gathered,"[""cream cheese"", ""pineapple"", ""onion"", ""salt"", ""pecans"", ""green pepper"", ""pecans""]"
511247,Refrigerator Pickles,"[""4 c. sugar"", ""4 c. vinegar"", ""1 1/3 tsp. turmeric"", ""1 1/3 tsp. celery seed"", ""1 1/3 tsp. mustard seed"", ""1 1/3 tsp. salt"", ""onion slices""]","[""Mix sugar, vinegar and spices."", ""Stir until dissolved."", ""Have pickles washed and sliced."", ""Pack cold in jars with onions on top. Fill with cold liquid, seal and store in refrigerator."", ""Will be ready to use in 1 week.""]",www.cookbooks.com/Recipe-Details.aspx?id=416606,Gathered,"[""sugar"", ""vinegar"", ""turmeric"", ""celery"", ""salt"", ""onion""]"
511848,Potato Chip Cookies,"[""1 c. butter or margarine"", ""1/2 c. sugar"", ""1 egg yolk"", ""1 tsp. vanilla"", ""1 1/2 c. flour"", ""1/2 c. crushed potato chips"", ""1/2 c. walnuts, chopped fine""]","[""Cream butter, then add sugar, egg and vanilla. Blend well. Add flour, chips and nuts; mix well."", ""Drop off teaspoon on greased cookie sheet. Bake at 350\u00b0 for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=923550,Gathered,"[""butter"", ""sugar"", ""egg yolk"", ""vanilla"", ""flour"", ""potato chips"", ""walnuts""]"
512432,Spinach Salad Dressing,"[""1/2 c. sugar"", ""1/4 c. vinegar"", ""1/4 c. vegetable oil"", ""1/3 c. ketchup"", ""1 1/2 tsp. salt"", ""1 tsp. Worcestershire sauce""]","[""Put sugar, vinegar, oil, ketchup and salt in a pint jar; shake until all the sugar is dissolved."", ""Pour over salad and serve immediately."", ""Any variety of fresh vegetables can be used.""]",www.cookbooks.com/Recipe-Details.aspx?id=395207,Gathered,"[""sugar"", ""vinegar"", ""vegetable oil"", ""ketchup"", ""salt"", ""Worcestershire sauce""]"
513972,Potato Chip Cookies,"[""1 c. butter or margarine"", ""1/2 c. sugar"", ""1 tsp. vanilla"", ""1 3/4 c. flour"", ""1 c. potato chips, crushed (5 c. uncrushed)"", ""sugar""]","[""Heat oven to 350\u00b0."", ""In large mixer bowl, beat butter on medium speed until softened (about 30 seconds)."", ""Add 1/2 cup sugar and vanilla."", ""Beat until fluffy."", ""With mixer on low speed, gradually add flour and potato chips, beating until well mixed."", ""Drop by rounded teaspoons about 2 inches apart on ungreased cookie sheets. Flatten dough with fork dipped in sugar."", ""Bake at 350\u00b0 for 12 to 15 minutes or until golden."", ""With pancake turner lift the cookies onto a cooling rack."", ""Makes 36 cookies.""]",www.cookbooks.com/Recipe-Details.aspx?id=391068,Gathered,"[""butter"", ""sugar"", ""vanilla"", ""flour"", ""potato chips"", ""sugar""]"
514336,Brownies,"[""1 c. margarine"", ""2 c. sugar"", ""1 1/2 c. self-rising flour"", ""1/2 c. cocoa"", ""2 tsp. vanilla"", ""1 1/2 c. chopped nuts""]","[""Cream margarine and sugar."", ""Add eggs, one at the time, beating well."", ""Sift flour and cocoa together and blend with creamed mixture."", ""Add vanilla and pecans. Pour in square pan and bake 45 to 50 minutes at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=711904,Gathered,"[""margarine"", ""sugar"", ""flour"", ""cocoa"", ""vanilla"", ""nuts""]"
515014,Chewy Cheesecake Cookies,"[""1/2 cup butter"", ""3 oz cream cheese"", ""1 cup sugar"", ""1/2 cup chopped pecans"", ""1 tsp vanilla"", ""1 cup flour""]","[""Cream butter and cream cheese together."", ""Add sugar."", ""Beat well."", ""Add other ingredients and mix.""]",www.cookbooks.com/Recipe-Details.aspx?id=1029480,Gathered,"[""butter"", ""cream cheese"", ""sugar"", ""pecans"", ""vanilla"", ""flour""]"
515125,Sauerkraut Salad,"[""1 qt. (4 c.) sauerkraut"", ""1 c. diced green pepper"", ""2 c. sugar"", ""1 c. diced onion"", ""2 c. diced celery"", ""1 c. vinegar""]","[""Boil sugar and vinegar for 5 minutes; cool."", ""Add remaining ingredients; refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=417379,Gathered,"[""sauerkraut"", ""green pepper"", ""sugar"", ""onion"", ""celery"", ""vinegar""]"
515570,Best Chilled Beets,"[""3 cans (16 oz. each) sliced beets"", ""2 Tbsp. cornstarch"", ""1 c. vinegar"", ""1/2 tsp. salt"", ""3 Tbsp. vegetable oil"", ""3 Tbsp. ketchup"", ""1 tsp. vanilla"", ""25 whole cloves, tied in a cheesecloth bag""]","[""Drain the beets, reserving 1 1/2 cups of juice in a large saucepan."", ""Add cornstarch to juice and mix well."", ""Add beets and remaining ingredients; bring to a boil."", ""Reduce heat and simmer until the sauce is slightly thickened, stirring often."", ""Remove spice bag."", ""Cover and refrigerate overnight."", ""Yield: 10 to 12 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=862861,Gathered,"[""beets"", ""cornstarch"", ""vinegar"", ""salt"", ""vegetable oil"", ""ketchup"", ""vanilla""]"
516129,Sauerkraut Salad,"[""1 large can sauerkraut, drained"", ""1 c. chopped celery"", ""1 c. chopped green pepper"", ""1 large onion, chopped"", ""1 c. sugar"", ""1/2 c. oil"", ""1/2 c. vinegar""]","[""Squeeze juice out of sauerkraut; add celery, pepper and onion. Combine sugar, oil and vinegar."", ""Toss well with sauerkraut mixture."", ""Marinate 24 hours."", ""Drain well and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=362604,Gathered,"[""sauerkraut"", ""celery"", ""green pepper"", ""onion"", ""sugar"", ""oil"", ""vinegar""]"
